STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00417588,"RICHARDSON, TX US",07/01/21,1.1,82,74,75
USC00417588,"RICHARDSON, TX US",06/30/21,0.02,91,73,82
USC00417588,"RICHARDSON, TX US",06/29/21,0.44,88,72,75
USC00417588,"RICHARDSON, TX US",06/28/21,0.11,87,74,76
USC00417588,"RICHARDSON, TX US",06/27/21,0.33,91,75,79
USC00417588,"RICHARDSON, TX US",06/26/21,0,93,76,77
USC00417588,"RICHARDSON, TX US",06/25/21,0,93,78,84
USC00417588,"RICHARDSON, TX US",06/24/21,0,93,77,85
USC00417588,"RICHARDSON, TX US",06/23/21,0,93,73,83
USC00417588,"RICHARDSON, TX US",06/22/21,0,85,65,76
USC00417588,"RICHARDSON, TX US",06/21/21,0.1,89,67,67
USC00417588,"RICHARDSON, TX US",06/20/21,0,93,76,84
USC00417588,"RICHARDSON, TX US",06/19/21,0,92,69,80
USC00417588,"RICHARDSON, TX US",06/18/21,0,96,76,79
USC00417588,"RICHARDSON, TX US",06/17/21,0,100,77,80
USC00417588,"RICHARDSON, TX US",06/16/21,0,99,75,78
USC00417588,"RICHARDSON, TX US",06/15/21,0,94,72,79
USC00417588,"RICHARDSON, TX US",06/14/21,0,95,79,81
USC00417588,"RICHARDSON, TX US",06/13/21,0,97,75,85
USC00417588,"RICHARDSON, TX US",06/12/21,0.3,90,69,79
USC00417588,"RICHARDSON, TX US",06/11/21,0,91,77,82
USC00417588,"RICHARDSON, TX US",06/10/21,0,90,76,82
USC00417588,"RICHARDSON, TX US",06/09/21,0.01,90,81,81
USC00417588,"RICHARDSON, TX US",06/08/21,0.1,85,71,81
USC00417588,"RICHARDSON, TX US",06/07/21,1.7,83,64,73
USC00417588,"RICHARDSON, TX US",06/06/21,0,87,64,68
USC00417588,"RICHARDSON, TX US",06/05/21,4.1,84,64,69
USC00417588,"RICHARDSON, TX US",06/04/21,0,80,64,70
USC00417588,"RICHARDSON, TX US",06/03/21,0,81,68,72
USC00417588,"RICHARDSON, TX US",06/02/21,0,81,64,68
USC00417588,"RICHARDSON, TX US",06/01/21,0.1,70,61,64
USC00417588,"RICHARDSON, TX US",05/31/21,2,71,63,65
USC00417588,"RICHARDSON, TX US",05/30/21,0,74,60,67
USC00417588,"RICHARDSON, TX US",05/29/21,0,81,67,70
USC00417588,"RICHARDSON, TX US",05/28/21,0.33,82,64,67
USC00417588,"RICHARDSON, TX US",05/27/21,0,82,69,77
USC00417588,"RICHARDSON, TX US",05/26/21,0,80,61,72
USC00417588,"RICHARDSON, TX US",05/25/21,0.8,75,70,70
USC00417588,"RICHARDSON, TX US",05/24/21,0.3,77,67,70
USC00417588,"RICHARDSON, TX US",05/23/21,0.04,77,67,69
USC00417588,"RICHARDSON, TX US",05/22/21,0.4,77,68,68
USC00417588,"RICHARDSON, TX US",05/21/21,0.01,84,68,73
USC00417588,"RICHARDSON, TX US",05/20/21,0.12,78,65,68
USC00417588,"RICHARDSON, TX US",05/19/21,0,81,63,70
USC00417588,"RICHARDSON, TX US",05/18/21,0.3,70,62,68
USC00417588,"RICHARDSON, TX US",05/17/21,0.3,80,64,68
USC00417588,"RICHARDSON, TX US",05/16/21,3.5,73,66,69
USC00417588,"RICHARDSON, TX US",05/15/21,0,81,61,72
USC00417588,"RICHARDSON, TX US",05/14/21,0,76,56,66
USC00417588,"RICHARDSON, TX US",05/13/21,0,69,53,58
USC00417588,"RICHARDSON, TX US",05/12/21,0,61,54,59
USC00417588,"RICHARDSON, TX US",05/11/21,1,64,55,55
USC00417588,"RICHARDSON, TX US",05/10/21,2,66,55,64
USC00417588,"RICHARDSON, TX US",05/09/21,0,82,59,64
USC00417588,"RICHARDSON, TX US",05/08/21,0,84,62,72
USC00417588,"RICHARDSON, TX US",05/07/21,0,83,56,72
USC00417588,"RICHARDSON, TX US",05/06/21,0,80,55,61
USC00417588,"RICHARDSON, TX US",05/05/21,0,75,49,60
USC00417588,"RICHARDSON, TX US",05/04/21,0.01,88,40,57
USC00417588,"RICHARDSON, TX US",05/03/21,0.3,88,40,67
USC00417588,"RICHARDSON, TX US",05/02/21,0.03,80,63,66
USC00417588,"RICHARDSON, TX US",05/01/21,0.08,72,39,64
USC00417588,"RICHARDSON, TX US",04/30/21,0.14,66,60,63
USC00417588,"RICHARDSON, TX US",04/29/21,2,68,62,64
USC00417588,"RICHARDSON, TX US",04/28/21,0.03,71,54,68
USC00417588,"RICHARDSON, TX US",04/27/21,0,74,62,71
USC00417588,"RICHARDSON, TX US",04/26/21,0,77,41,67
USC00417588,"RICHARDSON, TX US",04/25/21,0,72,41,64
USC00417588,"RICHARDSON, TX US",04/24/21,0.3,66,52,60
USC00417588,"RICHARDSON, TX US",04/23/21,1.5,69,60,66
USC00417588,"RICHARDSON, TX US",04/22/21,0,64,52,60
USC00417588,"RICHARDSON, TX US",04/21/21,0,61,35,54
USC00417588,"RICHARDSON, TX US",04/20/21,0,61,41,41
USC00417588,"RICHARDSON, TX US",04/19/21,0,72,41,60
USC00417588,"RICHARDSON, TX US",04/18/21,0,67,44,50
USC00417588,"RICHARDSON, TX US",04/17/21,0,65,46,51
USC00417588,"RICHARDSON, TX US",04/16/21,0.6,57,54,54
USC00417588,"RICHARDSON, TX US",04/15/21,1,61,53,55
USC00417588,"RICHARDSON, TX US",04/14/21,0.01,69,56,60
USC00417588,"RICHARDSON, TX US",04/13/21,0.3,78,53,68
USC00417588,"RICHARDSON, TX US",04/12/21,0,85,49,67
USC00417588,"RICHARDSON, TX US",04/11/21,0,83,49,49
USC00417588,"RICHARDSON, TX US",04/10/21,0,71,48,49
USC00417588,"RICHARDSON, TX US",04/09/21,0,82,62,62
USC00417588,"RICHARDSON, TX US",04/08/21,0,82,50,68
USC00417588,"RICHARDSON, TX US",04/07/21,0,75,52,55
USC00417588,"RICHARDSON, TX US",04/06/21,0,79,56,70
USC00417588,"RICHARDSON, TX US",04/05/21,0,75,56,56
USC00417588,"RICHARDSON, TX US",04/04/21,0,71,57,65
USC00417588,"RICHARDSON, TX US",04/03/21,0,66,54,59
USC00417588,"RICHARDSON, TX US",04/02/21,0,66,40,59
USC00417588,"RICHARDSON, TX US",04/01/21,0,67,39,51
USC00417588,"RICHARDSON, TX US",03/31/21,0.2,68,53,55
USC00417588,"RICHARDSON, TX US",03/30/21,0.2,76,57,68
USC00417588,"RICHARDSON, TX US",03/29/21,0,75,46,64
USC00417588,"RICHARDSON, TX US",03/28/21,0,70,50,52
USC00417588,"RICHARDSON, TX US",03/27/21,0,79,57,68
USC00417588,"RICHARDSON, TX US",03/26/21,0,77,48,60
USC00417588,"RICHARDSON, TX US",03/25/21,0.6,67,51,51
USC00417588,"RICHARDSON, TX US",03/24/21,0.22,77,48,54
USC00417588,"RICHARDSON, TX US",03/23/21,0,72,48,53
USC00417588,"RICHARDSON, TX US",03/22/21,2,63,53,54
USC00417588,"RICHARDSON, TX US",03/21/21,0,67,44,60
USC00417588,"RICHARDSON, TX US",03/20/21,0,67,44,51
USC00417588,"RICHARDSON, TX US",03/19/21,0,64,41,49
USC00417588,"RICHARDSON, TX US",03/18/21,0,60,42,47
USC00417588,"RICHARDSON, TX US",03/17/21,0.6,71,46,47
USC00417588,"RICHARDSON, TX US",03/16/21,0,79,57,71
USC00417588,"RICHARDSON, TX US",03/15/21,0,78,47,59
USC00417588,"RICHARDSON, TX US",03/14/21,0.1,73,55,55
USC00417588,"RICHARDSON, TX US",03/13/21,0,77,65,67
USC00417588,"RICHARDSON, TX US",03/12/21,0,76,65,71
USC00417588,"RICHARDSON, TX US",03/11/21,0,75,67,69
USC00417588,"RICHARDSON, TX US",03/10/21,0,73,56,69
USC00417588,"RICHARDSON, TX US",03/09/21,0,69,55,56
USC00417588,"RICHARDSON, TX US",03/08/21,0,70,40,59
USC00417588,"RICHARDSON, TX US",03/07/21,0,66,40,47
USC00417588,"RICHARDSON, TX US",03/06/21,0,62,42,46
USC00417588,"RICHARDSON, TX US",03/05/21,0,60,49,49
USC00417588,"RICHARDSON, TX US",03/04/21,0,72,42,60
USC00417588,"RICHARDSON, TX US",03/03/21,0,69,40,54
USC00417588,"RICHARDSON, TX US",03/02/21,0,62,36,46
USC00417588,"RICHARDSON, TX US",03/01/21,0.2,58,43,44
USC00417588,"RICHARDSON, TX US",02/28/21,0.12,74,49,51
USC00417588,"RICHARDSON, TX US",02/27/21,1.21,67,50,55
USC00417588,"RICHARDSON, TX US",02/26/21,1.17,56,44,50
USC00417588,"RICHARDSON, TX US",02/25/21,0.3,54,44,47
USC00417588,"RICHARDSON, TX US",02/24/21,0,71,54,54
USC00417588,"RICHARDSON, TX US",02/23/21,0,78,41,63
USC00417588,"RICHARDSON, TX US",02/22/21,0,69,32,52
USC00417588,"RICHARDSON, TX US",02/21/21,0,71,43,46
USC00417588,"RICHARDSON, TX US",02/20/21,0,65,26,43
USC00417588,"RICHARDSON, TX US",02/19/21,0,40,14,28
USC00417588,"RICHARDSON, TX US",02/18/21,0.01,30,21,22
USC00417588,"RICHARDSON, TX US",02/17/21,0.17,26,0,25
USC00417588,"RICHARDSON, TX US",02/16/21,0.1,19,1,5
USC00417588,"RICHARDSON, TX US",02/15/21,0.07,19,5,5
USC00417588,"RICHARDSON, TX US",02/14/21,0,20,8,15
USC00417588,"RICHARDSON, TX US",02/13/21,0.01,33,18,20
USC00417588,"RICHARDSON, TX US",02/12/21,0,25,21,21
USC00417588,"RICHARDSON, TX US",02/11/21,0,30,22,24
USC00417588,"RICHARDSON, TX US",02/10/21,0,30,26,28
USC00417588,"RICHARDSON, TX US",02/09/21,0.02,38,29,29
USC00417588,"RICHARDSON, TX US",02/08/21,0,65,38,38
USC00417588,"RICHARDSON, TX US",02/07/21,0,56,35,45
USC00417588,"RICHARDSON, TX US",02/06/21,0.05,56,38,38
USC00417588,"RICHARDSON, TX US",02/05/21,0,57,36,44
USC00417588,"RICHARDSON, TX US",02/04/21,0,63,45,46
USC00417588,"RICHARDSON, TX US",02/03/21,0,68,42,45
USC00417588,"RICHARDSON, TX US",02/02/21,0,62,38,47
USC00417588,"RICHARDSON, TX US",02/01/21,0,58,34,38
USC00417588,"RICHARDSON, TX US",01/31/21,0,56,39,43
USC00417588,"RICHARDSON, TX US",01/30/21,0.04,74,51,55
USC00417588,"RICHARDSON, TX US",01/29/21,0,60,37,51
USC00417588,"RICHARDSON, TX US",01/28/21,0,49,28,40
USC00417588,"RICHARDSON, TX US",01/27/21,0.01,49,34,35
USC00417588,"RICHARDSON, TX US",01/26/21,0,57,36,44
USC00417588,"RICHARDSON, TX US",01/25/21,0.19,66,47,54
USC00417588,"RICHARDSON, TX US",01/24/21,0.53,60,50,60
USC00417588,"RICHARDSON, TX US",01/23/21,0.1,51,45,51
USC00417588,"RICHARDSON, TX US",01/22/21,0,51,46,47
USC00417588,"RICHARDSON, TX US",01/21/21,0.05,52,45,48
USC00417588,"RICHARDSON, TX US",01/20/21,0.44,49,43,45
USC00417588,"RICHARDSON, TX US",01/19/21,0.09,59,48,49
USC00417588,"RICHARDSON, TX US",01/18/21,0,67,35,59
USC00417588,"RICHARDSON, TX US",01/17/21,0,58,37,38
USC00417588,"RICHARDSON, TX US",01/16/21,0,55,33,49
USC00417588,"RICHARDSON, TX US",01/15/21,0,63,28,38
USC00417588,"RICHARDSON, TX US",01/14/21,0,63,28,46
USC00417588,"RICHARDSON, TX US",01/13/21,0,62,28,46
USC00417588,"RICHARDSON, TX US",01/12/21,0.01,52,28,39
USC00417588,"RICHARDSON, TX US",01/11/21,0,47,30,30
USC00417588,"RICHARDSON, TX US",01/10/21,0.11,38,32,35
USC00417588,"RICHARDSON, TX US",01/09/21,0,48,27,38
USC00417588,"RICHARDSON, TX US",01/08/21,0,50,34,34
USC00417588,"RICHARDSON, TX US",01/07/21,0.02,49,42,42
USC00417588,"RICHARDSON, TX US",01/06/21,0.01,65,35,44
USC00417588,"RICHARDSON, TX US",01/05/21,0,65,35,54
USC00417588,"RICHARDSON, TX US",01/04/21,0.02,67,35,48
USC00417588,"RICHARDSON, TX US",01/03/21,0,64,34,39
USC00417588,"RICHARDSON, TX US",01/02/21,0,53,34,45
USC00417588,"RICHARDSON, TX US",01/01/21,0.01,39,34,37
USC00417588,"RICHARDSON, TX US",12/31/20,2.1,39,36,38
USC00417588,"RICHARDSON, TX US",12/30/20,0.36,60,36,36
USC00417588,"RICHARDSON, TX US",12/29/20,0.01,68,52,59
USC00417588,"RICHARDSON, TX US",12/28/20,0.02,72,46,52
USC00417588,"RICHARDSON, TX US",12/27/20,0,72,49,55
USC00417588,"RICHARDSON, TX US",12/26/20,0,68,38,64
USC00417588,"RICHARDSON, TX US",12/25/20,0,58,29,45
USC00417588,"RICHARDSON, TX US",12/24/20,0,52,29,42
USC00417588,"RICHARDSON, TX US",12/23/20,0,69,35,35
USC00417588,"RICHARDSON, TX US",12/22/20,0,70,41,58
USC00417588,"RICHARDSON, TX US",12/21/20,0,71,36,47
USC00417588,"RICHARDSON, TX US",12/20/20,0,63,34,40
USC00417588,"RICHARDSON, TX US",12/19/20,0.01,58,33,34
USC00417588,"RICHARDSON, TX US",12/18/20,0,60,27,55
USC00417588,"RICHARDSON, TX US",12/17/20,0.01,59,27,45
USC00417588,"RICHARDSON, TX US",12/16/20,0,42,29,30
USC00417588,"RICHARDSON, TX US",12/15/20,0.02,41,32,33
USC00417588,"RICHARDSON, TX US",12/14/20,0,50,31,35
USC00417588,"RICHARDSON, TX US",12/13/20,0.19,42,36,36
USC00417588,"RICHARDSON, TX US",12/12/20,0,53,38,41
USC00417588,"RICHARDSON, TX US",12/11/20,0.2,62,38,38
USC00417588,"RICHARDSON, TX US",12/10/20,0,77,42,62
USC00417588,"RICHARDSON, TX US",12/09/20,0,77,38,55
USC00417588,"RICHARDSON, TX US",12/08/20,0,70,43,43
USC00417588,"RICHARDSON, TX US",12/07/20,0.03,62,38,52
USC00417588,"RICHARDSON, TX US",12/06/20,0,60,44,47
USC00417588,"RICHARDSON, TX US",12/05/20,0,61,33,53
USC00417588,"RICHARDSON, TX US",12/04/20,0,56,32,36
USC00417588,"RICHARDSON, TX US",12/03/20,0,45,36,39
USC00417588,"RICHARDSON, TX US",12/02/20,0.15,55,39,39
USC00417588,"RICHARDSON, TX US",12/01/20,0,67,29,47
USC00417588,"RICHARDSON, TX US",11/30/20,0,50,31,34
USC00417588,"RICHARDSON, TX US",11/29/20,0.2,51,42,42
USC00417588,"RICHARDSON, TX US",11/28/20,0.3,60,44,44
USC00417588,"RICHARDSON, TX US",11/27/20,0,63,52,52
USC00417588,"RICHARDSON, TX US",11/26/20,0,71,39,57
USC00417588,"RICHARDSON, TX US",11/25/20,0,63,42,42
USC00417588,"RICHARDSON, TX US",11/24/20,0.6,69,51,60
USC00417588,"RICHARDSON, TX US",11/23/20,0,60,43,53
USC00417588,"RICHARDSON, TX US",11/22/20,0,60,46,46
USC00417588,"RICHARDSON, TX US",11/21/20,0,75,59,59
USC00417588,"RICHARDSON, TX US",11/20/20,0,73,59,63
USC00417588,"RICHARDSON, TX US",11/19/20,0,75,53,64
USC00417588,"RICHARDSON, TX US",11/18/20,0,73,55,63
USC00417588,"RICHARDSON, TX US",11/17/20,0,76,39,56
USC00417588,"RICHARDSON, TX US",11/16/20,0,71,38,44
USC00417588,"RICHARDSON, TX US",11/15/20,0,74,41,41
USC00417588,"RICHARDSON, TX US",11/14/20,0,82,62,73
USC00417588,"RICHARDSON, TX US",11/13/20,0,74,54,64
USC00417588,"RICHARDSON, TX US",11/12/20,0,79,51,66
USC00417588,"RICHARDSON, TX US",11/11/20,0,74,54,66
USC00417588,"RICHARDSON, TX US",11/10/20,0,74,54,55
USC00417588,"RICHARDSON, TX US",11/09/20,0,80,60,68
USC00417588,"RICHARDSON, TX US",11/08/20,0,74,60,63
USC00417588,"RICHARDSON, TX US",11/07/20,0,76,50,63
USC00417588,"RICHARDSON, TX US",11/06/20,0,75,59,61
USC00417588,"RICHARDSON, TX US",11/05/20,0,75,57,63
USC00417588,"RICHARDSON, TX US",11/04/20,0,74,47,63
USC00417588,"RICHARDSON, TX US",11/03/20,0,70,43,57
USC00417588,"RICHARDSON, TX US",11/02/20,0,71,38,54
USC00417588,"RICHARDSON, TX US",11/01/20,0,71,48,55
USC00417588,"RICHARDSON, TX US",10/31/20,0,70,43,50
USC00417588,"RICHARDSON, TX US",10/30/20,0,67,39,45
USC00417588,"RICHARDSON, TX US",10/29/20,0,60,38,47
USC00417588,"RICHARDSON, TX US",10/28/20,0.4,44,38,40
USC00417588,"RICHARDSON, TX US",10/27/20,0.07,41,37,40
USC00417588,"RICHARDSON, TX US",10/26/20,0.27,54,38,38
USC00417588,"RICHARDSON, TX US",10/25/20,1.7,60,51,53
USC00417588,"RICHARDSON, TX US",10/24/20,0,60,42,54
USC00417588,"RICHARDSON, TX US",10/23/20,1.5,76,48,48
USC00417588,"RICHARDSON, TX US",10/22/20,0,84,67,76
USC00417588,"RICHARDSON, TX US",10/21/20,0,86,59,79
USC00417588,"RICHARDSON, TX US",10/20/20,0,85,59,61
USC00417588,"RICHARDSON, TX US",10/19/20,0,95,55,60
USC00417588,"RICHARDSON, TX US",10/18/20,0,85,65,65
USC00417588,"RICHARDSON, TX US",10/17/20,0,73,51,71
USC00417588,"RICHARDSON, TX US",10/16/20,0,70,53,62
USC00417588,"RICHARDSON, TX US",10/15/20,0,76,63,63
USC00417588,"RICHARDSON, TX US",10/14/20,0,89,58,76
USC00417588,"RICHARDSON, TX US",10/13/20,0,82,49,61
USC00417588,"RICHARDSON, TX US",10/12/20,0,94,56,56
USC00417588,"RICHARDSON, TX US",10/11/20,0,94,68,70
USC00417588,"RICHARDSON, TX US",10/10/20,0,87,61,72
USC00417588,"RICHARDSON, TX US",10/09/20,0,82,69,70
USC00417588,"RICHARDSON, TX US",10/08/20,0,86,60,74
USC00417588,"RICHARDSON, TX US",10/07/20,0,86,62,71
USC00417588,"RICHARDSON, TX US",10/06/20,0,85,58,72
USC00417588,"RICHARDSON, TX US",10/05/20,0,78,53,64
USC00417588,"RICHARDSON, TX US",10/04/20,0,76,59,59
USC00417588,"RICHARDSON, TX US",10/03/20,0,80,57,65
USC00417588,"RICHARDSON, TX US",10/02/20,0,75,53,63
USC00417588,"RICHARDSON, TX US",10/01/20,0,78,58,58
USC00417588,"RICHARDSON, TX US",09/30/20,0,,,
USC00417588,"RICHARDSON, TX US",09/29/20,0,83,54,64
USC00417588,"RICHARDSON, TX US",09/28/20,0,87,57,57
USC00417588,"RICHARDSON, TX US",09/27/20,0.05,87,63,63
USC00417588,"RICHARDSON, TX US",09/26/20,0,86,64,74
USC00417588,"RICHARDSON, TX US",09/25/20,0,82,59,67
USC00417588,"RICHARDSON, TX US",09/24/20,0,78,61,63
USC00417588,"RICHARDSON, TX US",09/23/20,0.01,71,61,61
USC00417588,"RICHARDSON, TX US",09/22/20,0.3,69,64,64
USC00417588,"RICHARDSON, TX US",09/21/20,0.17,74,57,66
USC00417588,"RICHARDSON, TX US",09/20/20,0,80,57,57
USC00417588,"RICHARDSON, TX US",09/19/20,0,78,62,65
USC00417588,"RICHARDSON, TX US",09/18/20,0,84,67,71
USC00417588,"RICHARDSON, TX US",09/17/20,0,87,73,73
USC00417588,"RICHARDSON, TX US",09/16/20,0,87,70,79
USC00417588,"RICHARDSON, TX US",09/15/20,0,87,72,75
USC00417588,"RICHARDSON, TX US",09/14/20,0,87,67,75
USC00417588,"RICHARDSON, TX US",09/13/20,0,86,69,72
USC00417588,"RICHARDSON, TX US",09/12/20,0,86,66,70
USC00417588,"RICHARDSON, TX US",09/11/20,0,78,62,69
USC00417588,"RICHARDSON, TX US",09/10/20,1.08,68,56,67
USC00417588,"RICHARDSON, TX US",09/09/20,3.53,83,64,64
USC00417588,"RICHARDSON, TX US",09/08/20,0,88,74,76
USC00417588,"RICHARDSON, TX US",09/07/20,0,91,74,78
USC00417588,"RICHARDSON, TX US",09/06/20,0,89,71,80
USC00417588,"RICHARDSON, TX US",09/05/20,0.39,91,73,74
USC00417588,"RICHARDSON, TX US",09/04/20,0,87,72,77
USC00417588,"RICHARDSON, TX US",09/03/20,0.01,82,72,75
USC00417588,"RICHARDSON, TX US",09/02/20,0.01,79,71,72
USC00417588,"RICHARDSON, TX US",09/01/20,0,88,70,74
USC00417588,"RICHARDSON, TX US",08/31/20,0.01,97,80,83
USC00417588,"RICHARDSON, TX US",08/30/20,2.63,94,71,85
USC00417588,"RICHARDSON, TX US",08/29/20,0,104,77,83
USC00417588,"RICHARDSON, TX US",08/28/20,0,103,75,82
USC00417588,"RICHARDSON, TX US",08/27/20,0,93,72,77
USC00417588,"RICHARDSON, TX US",08/26/20,0.1,91,72,75
USC00417588,"RICHARDSON, TX US",08/25/20,0,96,72,72
USC00417588,"RICHARDSON, TX US",08/24/20,0,95,70,78
USC00417588,"RICHARDSON, TX US",08/23/20,0,96,72,75
USC00417588,"RICHARDSON, TX US",08/22/20,0,94,72,82
USC00417588,"RICHARDSON, TX US",08/21/20,0,93,70,80
USC00417588,"RICHARDSON, TX US",08/20/20,0,92,67,78
USC00417588,"RICHARDSON, TX US",08/19/20,0,91,68,75
USC00417588,"RICHARDSON, TX US",08/18/20,0,93,74,80
USC00417588,"RICHARDSON, TX US",08/17/20,0,93,72,83
USC00417588,"RICHARDSON, TX US",08/16/20,1.4,103,70,75
USC00417588,"RICHARDSON, TX US",08/15/20,0,102,79,89
USC00417588,"RICHARDSON, TX US",08/14/20,0,102,82,89
USC00417588,"RICHARDSON, TX US",08/13/20,0,101,83,85
USC00417588,"RICHARDSON, TX US",08/12/20,0,101,82,84
USC00417588,"RICHARDSON, TX US",08/11/20,0,98,79,88
USC00417588,"RICHARDSON, TX US",08/10/20,0,98,79,89
USC00417588,"RICHARDSON, TX US",08/09/20,0,97,77,88
USC00417588,"RICHARDSON, TX US",08/08/20,0,97,77,88
USC00417588,"RICHARDSON, TX US",08/07/20,0,96,77,87
USC00417588,"RICHARDSON, TX US",08/06/20,0,96,74,87
USC00417588,"RICHARDSON, TX US",08/05/20,0,88,73,76
USC00417588,"RICHARDSON, TX US",08/04/20,0,92,72,81
USC00417588,"RICHARDSON, TX US",08/03/20,0,93,71,80
USC00417588,"RICHARDSON, TX US",08/02/20,0,94,73,77
USC00417588,"RICHARDSON, TX US",08/01/20,0,90,70,75
USC00417588,"RICHARDSON, TX US",07/31/20,0,90,71,76
USC00417588,"RICHARDSON, TX US",07/30/20,0.2,97,72,72
USC00417588,"RICHARDSON, TX US",07/29/20,0,94,76,84
USC00417588,"RICHARDSON, TX US",07/28/20,0.04,83,75,76
USC00417588,"RICHARDSON, TX US",07/27/20,0,93,74,83
USC00417588,"RICHARDSON, TX US",07/26/20,0,93,76,79
USC00417588,"RICHARDSON, TX US",07/25/20,0,91,76,81
USC00417588,"RICHARDSON, TX US",07/24/20,0,94,77,84
USC00417588,"RICHARDSON, TX US",07/23/20,0,96,75,85
USC00417588,"RICHARDSON, TX US",07/22/20,0,93,75,80
USC00417588,"RICHARDSON, TX US",07/21/20,0,91,75,80
USC00417588,"RICHARDSON, TX US",07/20/20,0,95,77,81
USC00417588,"RICHARDSON, TX US",07/19/20,0,94,76,85
USC00417588,"RICHARDSON, TX US",07/18/20,0,91,76,84
USC00417588,"RICHARDSON, TX US",07/17/20,0,96,78,85
USC00417588,"RICHARDSON, TX US",07/16/20,0,96,80,87
USC00417588,"RICHARDSON, TX US",07/15/20,0,95,78,85
USC00417588,"RICHARDSON, TX US",07/14/20,0,98,80,88
USC00417588,"RICHARDSON, TX US",07/13/20,0,100,82,88
USC00417588,"RICHARDSON, TX US",07/12/20,0,100,76,87
USC00417588,"RICHARDSON, TX US",07/11/20,0,96,79,86
USC00417588,"RICHARDSON, TX US",07/10/20,0,94,77,83
USC00417588,"RICHARDSON, TX US",07/09/20,0,93,77,85
USC00417588,"RICHARDSON, TX US",07/08/20,0,92,75,84
USC00417588,"RICHARDSON, TX US",07/07/20,0,89,73,78
USC00417588,"RICHARDSON, TX US",07/06/20,0.05,88,74,75
USC00417588,"RICHARDSON, TX US",07/05/20,0.11,93,75,80
USC00417588,"RICHARDSON, TX US",07/04/20,0,93,74,85
USC00417588,"RICHARDSON, TX US",07/03/20,0,99,76,80
USC00417588,"RICHARDSON, TX US",07/02/20,0.02,93,77,81
USC00417588,"RICHARDSON, TX US",07/01/20,0,92,78,84
USC00417588,"RICHARDSON, TX US",06/30/20,0,93,79,82
